Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
1 st run,,,2018-07-24 15:21:50,2018-07-24 15:21:53,2.940s,FAILED
,,,,,,
Test Cases/LoginPage,,,2018-07-24 15:21:50,2018-07-24 15:21:52,1.801s,FAILED
navigateToUrl,,,2018-07-24 15:21:51,2018-07-24 15:21:52,1.194s,FAILED
,,,,,,
Test Cases/Homepage,,,2018-07-24 15:21:52,2018-07-24 15:21:53,0.332s,FAILED
navigateToUrl,,,2018-07-24 15:21:53,2018-07-24 15:21:53,0.004s,FAILED
